TICKER,ACCURACY,PRECISION,RECALL,F1_SCORE,STATUS
ROLO,0.75,0.7598938223938223,0.75,0.7497249724972497,SUCCESS
ROSN,0.6486486486486487,0.6503074269031717,0.6486486486486487,0.6486486486486487,SUCCESS
ROST,0.6418918918918919,0.6296178937558248,0.6418918918918919,0.633278206843345,SUCCESS
RTGZ,0.6554054054054054,0.6407497084326352,0.6554054054054054,0.6464474527924369,SUCCESS
RTKMP,0.668918918918919,0.6675474554822382,0.668918918918919,0.6677222901512262,SUCCESS
RTKM,0.668918918918919,0.6715361606665955,0.668918918918919,0.6701063542319909,SUCCESS
RTSBP,0.6824324324324325,0.6769140775870586,0.6824324324324325,0.6780365133840919,SUCCESS
RTSB,0.668918918918919,0.6795892951775305,0.668918918918919,0.6736522082218287,SUCCESS
RUAL,0.7027027027027027,0.704105048444671,0.7027027027027027,0.7032532532532532,SUCCESS
RUSI,0.6756756756756757,0.677917170318386,0.6756756756756757,0.6762232821056351,SUCCESS
RZSB,0.6554054054054054,0.6607118482118483,0.6554054054054054,0.657585788899512,SUCCESS
SAGOP,0.6554054054054054,0.6495311638168781,0.6554054054054054,0.652316898103415,SUCCESS
SAGO,0.6554054054054054,0.6583094318808604,0.6554054054054054,0.6568082065938552,SUCCESS
SAREP,0.668918918918919,0.6729412476993122,0.668918918918919,0.6642459635470701,SUCCESS
SARE,0.6891891891891891,0.6831700581700583,0.6891891891891891,0.6809602813190825,SUCCESS
SBERP,0.7162162162162162,0.7162162162162162,0.7162162162162162,0.7162162162162162,SUCCESS
SBER,0.6756756756756757,0.6749112749112749,0.6756756756756757,0.6751534142838491,SUCCESS
SELG,0.7027027027027027,0.7028191985088537,0.7027027027027027,0.7008573499399187,SUCCESS
SFIN,0.722972972972973,0.7193111822181589,0.722972972972973,0.7208406056720663,SUCCESS
SGZH,0.6756756756756757,0.6709868436211147,0.6756756756756757,0.673019008019008,SUCCESS
SIBN,0.7027027027027027,0.699843112920844,0.7027027027027027,0.7011422049626164,SUCCESS
SLEN,0.6824324324324325,0.6816293048901745,0.6824324324324325,0.6804086089800376,SUCCESS
SMLT,0.7297297297297297,0.7276454420522217,0.7297297297297297,0.7280363069836754,SUCCESS
SNGSP,0.7162162162162162,0.7185128478231927,0.7162162162162162,0.7161392872501409,SUCCESS
SNGS,0.722972972972973,0.7257194142440044,0.722972972972973,0.721399483833632,SUCCESS
SOFL,0.6148648648648649,0.6057799781528596,0.6148648648648649,0.6093684984662427,SUCCESS
SPBE,0.6621621621621622,0.6585234345152265,0.6621621621621622,0.6602928466192379,SUCCESS
STSBP,0.6418918918918919,0.6433397683397682,0.6418918918918919,0.6419373031939205,SUCCESS
STSB,0.6486486486486487,0.6633271202236719,0.6486486486486487,0.653239273999009,SUCCESS
SVAV,0.6418918918918919,0.6309214771102248,0.6418918918918919,0.6354441908602597,SUCCESS
SVCB,0.722972972972973,0.7307378807378807,0.722972972972973,0.7262166437424169,SUCCESS
SVETP,0.668918918918919,0.701729278241375,0.668918918918919,0.6700467088155186,SUCCESS
SVET,0.6824324324324325,0.6830862826913726,0.6824324324324325,0.6822681545573112,SUCCESS
TASBP,0.6351351351351351,0.6256924626489845,0.6351351351351351,0.6294964954758769,SUCCESS
TASB,0.7027027027027027,0.7111793611793612,0.7027027027027027,0.7064622431468948,SUCCESS
TATNP,0.6824324324324325,0.6824324324324325,0.6824324324324325,0.6824324324324325,SUCCESS
TATN,0.6621621621621622,0.6655405405405406,0.6621621621621622,0.6637987269566217,SUCCESS
TGKA,0.6959459459459459,0.6982738398776134,0.6959459459459459,0.6942940157225871,SUCCESS
TGKBP,0.668918918918919,0.664897148734358,0.668918918918919,0.666786260822958,SUCCESS
TGKB,0.7162162162162162,0.7072555613352577,0.7162162162162162,0.7088584641116287,SUCCESS
TGKN,0.6418918918918919,0.6439864864864865,0.6418918918918919,0.6426494612369965,SUCCESS
TNSE,0.777027027027027,0.7667474694114038,0.777027027027027,0.7695057986738603,SUCCESS
TORSP,0.7162162162162162,0.7219984407484408,0.7162162162162162,0.7102514164461067,SUCCESS
TORS,0.668918918918919,0.6630147353831564,0.668918918918919,0.6620828851976772,SUCCESS
TRMK,0.7094594594594594,0.7121138996138996,0.7094594594594594,0.7107326387553983,SUCCESS
TRNFP,0.6959459459459459,0.6983771395536101,0.6959459459459459,0.6934279971987999,SUCCESS
TTLK,0.6418918918918919,0.6423325499412456,0.6418918918918919,0.6420799920799921,SUCCESS
TUZA,0.6554054054054054,0.6604456118522615,0.6554054054054054,0.6568435240364978,SUCCESS
T,0.6891891891891891,0.6847646784715751,0.6891891891891891,0.6857687926198297,SUCCESS
UGLD,0.6554054054054054,0.6757793599225824,0.6554054054054054,0.6520627038256446,SUCCESS
UKUZ,0.6756756756756757,0.6850274187230708,0.6756756756756757,0.6796163063404442,SUCCESS
UNAC,0.7094594594594594,0.7056068710384317,0.7094594594594594,0.7069126819126819,SUCCESS
UNKL,0.7027027027027027,0.6965601965601966,0.7027027027027027,0.6955819988606873,SUCCESS
